Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 青色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 紫色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 棕色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 绿色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 红色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 黑色混凝土粉末
appliedenergistics2:facade:0, 线缆伪装板 - 玄武岩
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 防爆石
appliedenergistics2:facade:0, 线缆伪装板 - 基础机械外壳
appliedenergistics2:facade:0, 线缆伪装板 - 高级机械外壳
appliedenergistics2:facade:0, 线缆伪装板 - 核反应堆压力容器
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 橡胶树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 橡胶树原木
appliedenergistics2:facade:0, 线缆伪装板 - 脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 强化脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 铁质脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 强化铁质脚手架
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫
appliedenergistics2:facade:0, 线缆伪装板 - 强化建筑泡沫
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（黑色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（蓝色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（棕色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（青色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（灰色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（绿色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（淡蓝色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（淡灰色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（黄绿色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（品红色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（橙色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（粉红色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（紫色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（红色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（白色）
appliedenergistics2:facade:0, 线缆伪装板 - 建筑泡沫墙（黄色）
appliedenergistics2:facade:0, 线缆伪装板 - 耐火砖
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铝矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铂矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铱矿石
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔秘银矿石
appliedenergistics2:facade:0, 线缆伪装板 - 油砂
appliedenergistics2:facade:0, 线缆伪装板 - 油页岩
appliedenergistics2:facade:0, 线缆伪装板 - 不稳定红石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 充能地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 谐振末影矿石
appliedenergistics2:facade:0, 线缆伪装板 - 油砂
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 镍块
appliedenergistics2:facade:0, 线缆伪装板 - 铂块
appliedenergistics2:facade:0, 线缆伪装板 - 铱块
appliedenergistics2:facade:0, 线缆伪装板 - 蕴魔秘银块
appliedenergistics2:facade:0, 线缆伪装板 - 钢块
appliedenergistics2:facade:0, 线缆伪装板 - 琥珀金块
appliedenergistics2:facade:0, 线缆伪装板 - 殷钢块
appliedenergistics2:facade:0, 线缆伪装板 - 青铜块
appliedenergistics2:facade:0, 线缆伪装板 - 康铜块
appliedenergistics2:facade:0, 线缆伪装板 - 信素块
appliedenergistics2:facade:0, 线缆伪装板 - 流明块
appliedenergistics2:facade:0, 线缆伪装板 - 末影块
appliedenergistics2:facade:0, 线缆伪装板 - 木炭块
appliedenergistics2:facade:0, 线缆伪装板 - 焦炭块
appliedenergistics2:facade:0, 线缆伪装板 - 黑色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 红色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 绿色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 棕色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 紫色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 青色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 淡灰色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 灰色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 粉红色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 黄绿色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 黄色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 淡蓝色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 品红色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 橙色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 白色石棉
appliedenergistics2:facade:0, 线缆伪装板 - 龙矿石
appliedenergistics2:facade:0, 线缆伪装板 - 地狱龙矿石
appliedenergistics2:facade:0, 线缆伪装板 - 末地龙矿石
appliedenergistics2:facade:0, 线缆伪装板 - 龙块
appliedenergistics2:facade:0, 线缆伪装板 - 充能龙块
appliedenergistics2:facade:0, 线缆伪装板 - 觉醒龙块
appliedenergistics2:facade:0, 线缆伪装板 - 注入龙力的黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 物品磁铁消磁器
appliedenergistics2:facade:0, 线缆伪装板 - 魔法木板
appliedenergistics2:facade:0, 线缆伪装板 - 魔法木头
appliedenergistics2:facade:0, 线缆伪装板 - 錾制木头
appliedenergistics2:facade:0, 线缆伪装板 - 天使方块
appliedenergistics2:facade:0, 线缆伪装板 - 诅咒之土
appliedenergistics2:facade:0, 线缆伪装板 - 红石钟
appliedenergistics2:facade:0, 线缆伪装板 - 压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 三重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 四重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 五重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 六重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 七重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 八重压缩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 压缩泥土
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩泥土
appliedenergistics2:facade:0, 线缆伪装板 - 三重压缩泥土
appliedenergistics2:facade:0, 线缆伪装板 - 四重压缩泥土
appliedenergistics2:facade:0, 线缆伪装板 - 压缩沙子
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩沙子
appliedenergistics2:facade:0, 线缆伪装板 - 压缩沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩沙砾
appliedenergistics2:facade:0, 线缆伪装板 - 压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 三重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 四重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 五重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 六重压缩地狱岩
appliedenergistics2:facade:0, 线缆伪装板 - 镶边石头
appliedenergistics2:facade:0, 线缆伪装板 - 交错石头
appliedenergistics2:facade:0, 线缆伪装板 - 磨制石头
appliedenergistics2:facade:0, 线缆伪装板 - 烧制石头
appliedenergistics2:facade:0, 线缆伪装板 - 沙化玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 錾制石头
appliedenergistics2:facade:0, 线缆伪装板 - 蓝色石英
appliedenergistics2:facade:0, 线缆伪装板 - 焦黑石英
appliedenergistics2:facade:0, 线缆伪装板 - 彩虹石
appliedenergistics2:facade:0, 线缆伪装板 - 增厚玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 增厚玻璃（镶边）
appliedenergistics2:facade:0, 线缆伪装板 - 增厚玻璃（印花）
appliedenergistics2:facade:0, 线缆伪装板 - 暗色玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 荧石玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 红石玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 附魔金属块
appliedenergistics2:facade:0, 线缆伪装板 - 恶魔金属块
appliedenergistics2:facade:0, 线缆伪装板 - 恶魔灌注金属块
appliedenergistics2:facade:0, 线缆伪装板 - 基岩砖
appliedenergistics2:facade:0, 线缆伪装板 - 基岩台阶
appliedenergistics2:facade:0, 线缆伪装板 - 基岩圆石
appliedenergistics2:facade:0, 线缆伪装板 - 铁-杜松原木
appliedenergistics2:facade:0, 线缆伪装板 - 铁-杜松原木
appliedenergistics2:facade:0, 线缆伪装板 - 铁-杜松木板
appliedenergistics2:facade:0, 线缆伪装板 - 原铁-杜松木板
appliedenergistics2:facade:0, 线缆伪装板 - 铜矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锡矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铅矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钍矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铀矿石
appliedenergistics2:facade:0, 线缆伪装板 - 硼矿石
appliedenergistics2:facade:0, 线缆伪装板 - 锂矿石
appliedenergistics2:facade:0, 线缆伪装板 - 镁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 铜块
appliedenergistics2:facade:0, 线缆伪装板 - 锡块
appliedenergistics2:facade:0, 线缆伪装板 - 铅块
appliedenergistics2:facade:0, 线缆伪装板 - 钍块
appliedenergistics2:facade:0, 线缆伪装板 - 铀块
appliedenergistics2:facade:0, 线缆伪装板 - 硼块
appliedenergistics2:facade:0, 线缆伪装板 - 锂块
appliedenergistics2:facade:0, 线缆伪装板 - 镁块
appliedenergistics2:facade:0, 线缆伪装板 - 石墨块
appliedenergistics2:facade:0, 线缆伪装板 - 铍块
appliedenergistics2:facade:0, 线缆伪装板 - 锆块
appliedenergistics2:facade:0, 线缆伪装板 - 锰块
appliedenergistics2:facade:0, 线缆伪装板 - 铝块
appliedenergistics2:facade:0, 线缆伪装板 - 银块
appliedenergistics2:facade:0, 线缆伪装板 - 氧化锰块
appliedenergistics2:facade:0, 线缆伪装板 - 二氧化锰块
appliedenergistics2:facade:0, 线缆伪装板 - 铀-238 块
appliedenergistics2:facade:0, 线缆伪装板 - 镎-237 块
appliedenergistics2:facade:0, 线缆伪装板 - 钚-242 块
appliedenergistics2:facade:0, 线缆伪装板 - 镅-243 块
appliedenergistics2:facade:0, 线缆伪装板 - 锔-246 块
appliedenergistics2:facade:0, 线缆伪装板 - 锫-247 块
appliedenergistics2:facade:0, 线缆伪装板 - 锎-252 块
appliedenergistics2:facade:0, 线缆伪装板 - 超冷冰
appliedenergistics2:facade:0, 线缆伪装板 - 重水减速剂
appliedenergistics2:facade:0, 线缆伪装板 - 铍-石墨中子反射器
appliedenergistics2:facade:0, 线缆伪装板 - 铅-钢中子反射器
appliedenergistics2:facade:0, 线缆伪装板 - 荧核菇方块
appliedenergistics2:facade:0, 线缆伪装板 - 荒芜土壤
appliedenergistics2:facade:0, 线缆伪装板 - 辐射废土传送门
appliedenergistics2:facade:0, 线缆伪装板 - 氚灯
appliedenergistics2:facade:0, 线缆伪装板 - 固态堆芯熔融物
appliedenergistics2:facade:0, 线缆伪装板 - 火药块
appliedenergistics2:facade:0, 线缆伪装板 - 下界能量核心
appliedenergistics2:facade:0, 线缆伪装板 - 末影能量核心
appliedenergistics2:facade:0, 线缆伪装板 - 魔界传送门
appliedenergistics2:facade:0, 线缆伪装板 - 霜域传送门
appliedenergistics2:facade:0, 线缆伪装板 - 魔界紫晶矿石
appliedenergistics2:facade:0, 线缆伪装板 - 寒霜宝石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 魔界紫晶块
appliedenergistics2:facade:0, 线缆伪装板 - 寒霜宝石块
appliedenergistics2:facade:0, 线缆伪装板 - 唤灵祭坛
appliedenergistics2:facade:0, 线缆伪装板 - 魔帝神祭坛
appliedenergistics2:facade:0, 线缆伪装板 - 霜灵皇祭坛
appliedenergistics2:facade:0, 线缆伪装板 - 幻门方块
appliedenergistics2:facade:0, 线缆伪装板 - 铁砂
appliedenergistics2:facade:0, 线缆伪装板 - 瓦块
appliedenergistics2:facade:0, 线缆伪装板 - 竹板
appliedenergistics2:facade:0, 线缆伪装板 - 竹块
appliedenergistics2:facade:0, 线缆伪装板 - 竹炭块
appliedenergistics2:facade:0, 线缆伪装板 - 日晒竹块
appliedenergistics2:facade:0, 线缆伪装板 - 稻草方块
appliedenergistics2:facade:0, 线缆伪装板 - 榻榻米（日晒）
appliedenergistics2:facade:0, 线缆伪装板 - 榻榻米
appliedenergistics2:facade:0, 线缆伪装板 - 无边缘榻榻米（日晒）
appliedenergistics2:facade:0, 线缆伪装板 - 无边缘榻榻米
appliedenergistics2:facade:0, 线缆伪装板 - 红色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 黄色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 橙色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 绿色枫叶
appliedenergistics2:facade:0, 线缆伪装板 - 枫树原木
appliedenergistics2:facade:0, 线缆伪装板 - 枫糖浆原木
appliedenergistics2:facade:0, 线缆伪装板 - 枫树木板
appliedenergistics2:facade:0, 线缆伪装板 - 樱花树叶
appliedenergistics2:facade:0, 线缆伪装板 - 樱树原木
appliedenergistics2:facade:0, 线缆伪装板 - 樱树木板
appliedenergistics2:facade:0, 线缆伪装板 - 梅树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 梅树原木
appliedenergistics2:facade:0, 线缆伪装板 - 锻铁炉
appliedenergistics2:facade:0, 线缆伪装板 - 樱色钻石矿石
appliedenergistics2:facade:0, 线缆伪装板 - 樱色钻石块
appliedenergistics2:facade:0, 线缆伪装板 - 空间（0 ~ 负空间）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（1 ~ 自然空气）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（2）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（3）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（4）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（5）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（6）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（7）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（8）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（9）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（10）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（11）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（12）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（13）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（14）
appliedenergistics2:facade:0, 线缆伪装板 - 空间（15）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（0 ~ 自然地面）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（1 ~ 屏障）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（2）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（3）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（4）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（5）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（6）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（7）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（8）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（9）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（10）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（11）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（12）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（13）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（14）
appliedenergistics2:facade:0, 线缆伪装板 - 实体（15）
appliedenergistics2:facade:0, 线缆伪装板 - 铁边框圆石
appliedenergistics2:facade:0, 线缆伪装板 - 金边框圆石
appliedenergistics2:facade:0, 线缆伪装板 - 钻石边框圆石
appliedenergistics2:facade:0, 线缆伪装板 - 绿宝石边框圆石
appliedenergistics2:facade:0, 线缆伪装板 - 石英边框圆石
appliedenergistics2:facade:0, 线缆伪装板 - 玄武岩块
appliedenergistics2:facade:0, 线缆伪装板 - 泰伯利亚矿石
appliedenergistics2:facade:0, 线缆伪装板 - 极光金属矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钷矿石
appliedenergistics2:facade:0, 线缆伪装板 - 杜兰特矿石
appliedenergistics2:facade:0, 线缆伪装板 - 瓦雷利亚矿石
appliedenergistics2:facade:0, 线缆伪装板 - 振金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 绯红铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 欧维姆矿石
appliedenergistics2:facade:0, 线缆伪装板 - 若氏铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钯矿石
appliedenergistics2:facade:0, 线缆伪装板 - 乌鲁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 熔晶矿石
appliedenergistics2:facade:0, 线缆伪装板 - 零素矿石
appliedenergistics2:facade:0, 线缆伪装板 - 深渊金属矿石
appliedenergistics2:facade:0, 线缆伪装板 - 泰伯利亚块
appliedenergistics2:facade:0, 线缆伪装板 - 极光金属块
appliedenergistics2:facade:0, 线缆伪装板 - 钷块
appliedenergistics2:facade:0, 线缆伪装板 - 杜兰特块
